layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Lttng,sched_benchmark,sched_switch_2_1000,3016472,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2325647,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3085325,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2988782,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3052545,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2921114,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3255305,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3115462,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3321625,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3150175,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2849999,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3302273,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3592879,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3161943,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3279085,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3261112,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2929819,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3113839,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2591720,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,2847396,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3087835,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3153754,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3207965,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3361559,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3378575,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3270506,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3371465,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3344525,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3308023,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3199256,VMCALL,0,0,-1
L1,Lttng,sched_benchmark,sched_switch_2_1000,3140555,VMCALL,0,0,-1
